@relation output_tweet_train

@attribute topicazo {twitter,google,apple,microsoft}
@attribute classs {positive,negative,neutral,irrelevant}
@attribute TweetText string

@data
apple,neutral,'Smart as hell The Great Tech War Of 2012 http t co 0O1CfCIZ Fab Four apple google amazon facebook via kvox mustread'
google,neutral,'Android Google Samsung Galaxy Nexus hands on roundup http t co RE1EnpaU DhilipSiva'
twitter,irrelevant,'CHISTE EN QUE SE PARECEN LOS PITUFOS AL TWITTER R EN QUE LOS 2 TIENEN EL PAJARO AZUL XD'
twitter,irrelevant,'Saalee puee iaa me voi salee twitter asta ma ana'
apple,positive,'iancollinsuk apple I like what you did there'
twitter,neutral,'GN twitter off'
apple,negative,'I just need to exchange a cord at the apple store why do I have to wait for a genius apple'
microsoft,irrelevant,'BREKEND Microsoft en Linux nu beiden in de aanbieding http t co oyeqR80p'
microsoft,neutral,'RT aislyngreene Microsoft wants to transform your hand into a touchscreen http t co an3bmArc via AddThis'
microsoft,negative,'microsoft SBS 2011 disabling third party software updates via gpo'
twitter,neutral,'you got 18 mentions go click on them run run run only 1 new ha ha ha ha Twitter was kidding with u Twit2alsh'
apple,neutral,'is it just me or do other people miss the iPod symbol on the iPhone I had the first iPod it s what I relate to apple ios5 nostalgia'
google,neutral,'Video of livestream of the Google Samsung announcement froze Damn my slow internet connection Google Samsung'
google,neutral,'RT charlieroffe Welcome Ice Cream Sandwich android google icecreamsandwich http t co IFlB5EhJ'
google,irrelevant,'Google Android os4 0 http t co qseGK2Zy'
twitter,irrelevant,'HAHAHA ee ne pelo twitter at garotanachuva canta beeem kkk voo grava uma shamada de vooz pra voce ouvir tenho mt sucesso kkk'
apple,negative,'good article about why apple fucked it all up with lion and their future http t co zNDP9Vr6 fb'
google,neutral,'So Google Droid is built in part using the bouncy castle C api C is a Microsoft programming language 1 for all you Linux Fanboys'
microsoft,irrelevant,'Wyszukuj jak Anja Rubik albo Colin Farrell z Microsoft http t co 1KHSfK8k'
apple,neutral,'Go big or go home Apple users here are some apps that make your 4s iPhone s s super http t co t74BQyim via mashable MS'
apple,irrelevant,'Apple Mooi systeem hoor dat films huren t zou alleen leuker zijn als je ze ook werkelijk kan bekijken NAAIDOZEN http t co Qg0RYdVX'
microsoft,neutral,'RT E2EVC Microsoft SCVMM 2012 Session by virtualfat all u need to know about the new 2012 version e2evc Register http t co'
google,neutral,'SEO Tip Make sure that your important keywords have high keyword density in your pages google bing yahoo'
apple,irrelevant,'Le M Poireau Mais moi je voudrais pas que apple donne mon fichier LaLibreBe Marre d tre spamm e par les journaux d sesp r s'
google,neutral,'RT BuzzzIt BuzZz Google Wallet Introduction Video http t co Q00gYwQH Google Wallet'
twitter,irrelevant,'Los 10 nuevos mandamientos de Twitter http t co 1B8iNhTV entrebits com'
twitter,irrelevant,'Lite para que sirve despues de todo si tengo a Twitter'
apple,neutral,'iPhone 4S First Weekend Sales Top Four Million http t co Dm4acTYv via Apple themselves Big sales for the new phone'
google,neutral,'Newest version of my and latc214 s phone and a new version of Android announced today http t co 7acjrKIN nexus google samsung'
twitter,positive,'This twitter shit is funny and entertaining I haven t did shit all day but my fingers are hurting twitter'
twitter,neutral,'gooodnight twitter'
apple,negative,'Spoke to an Apple rep on phone could hear her tv blaring in the bg She said I can t actually help u just direct u back to the web'
twitter,irrelevant,'A mi twitter le pica'
microsoft,irrelevant,'Programa de Est gio Microsoft Inscrava se ou Indique para um amigo http t co r1aVtYOf est gio Microsoft'
apple,neutral,'The battle of voice controlled AI platforms If they were mobile OS ind same q s as in IE antitrust case in EU Vlingo v google v apple'
google,positive,'ThingsWeAllHate that person that acts like they know every fucking thing bitch you not Google'
google,positive,'RT Mrgareth Top Three playing nice scores were Google Salesforce and Xero in itnews au Which Clouds Play Nice report http'
google,irrelevant,'ICS je pro m naprosto zanedbateln OS pro mobil Promi fail Google samsung'
microsoft,irrelevant,'Il colpo di genio stato iTunes non l iPod in s Quello che Google e Samsung non possono capire tanto meno Microsoft sapevatelo'
apple,positive,'Just downloaded IOS 5 It s better than I expected thankyou apple'
twitter,irrelevant,'to saindo aqui pessoal do twitter bjbj e abra os'
twitter,neutral,'RT igorlilmonster My twitter age is 2 years 153 days 5 hours 6 minutes 25 seconds Find out yours at http t co NjTHu7tM twittertime'
google,neutral,'who the hell is ambercole i dont feel like i care enough to google this bitch so ill ask you guys'
apple,negative,'nansen Man that sux apple io5 upgrade a total fail for you'
apple,neutral,'rjpittman Why you won t use your apple account'
microsoft,neutral,'Microsoft Service Pack installer want s my notebook to be plugged in Why Plugged it in to start installation and plugged it out Worked'
twitter,neutral,'He Like Kissing The Little Pink Puss Lls Twitter This After Dark'
google,positive,'Google s like my wife searches things for me and completes my sentences'
microsoft,irrelevant,'Hace tiempo Seg n Microsoft Firefox es spyware http t co UnFkqPaJ Firefox Microsoft'
microsoft,neutral,'Microsoft is working with local Thai partner to show how to apply a location based IT system to address flood crisis Bangkok Post'
google,irrelevant,'AsiaClassifiedToday Indian shares to start higher Hero MotoCorp eyed Reuters Indian share http t co Zo0Fm1Ya asia google biz'
google,positive,'On a positive note advanced control of your data usage is a really great idea google nexus'
google,positive,'google lovin it'
google,negative,'RT RoycinD Face Unlock ICS Literally knows your face Google galaxynexus FAILED'
apple,neutral,'dear apple please invent FaceTime Voicemails sincerely haendel balzora jr apple'
apple,positive,'Twitter CEO points to Apple as corporate mentor as iOS signups triple http t co GCY8iphN'
apple,neutral,'If you ve been struggling to get hold of me I m back online with a new iPhone thanks apple'
google,neutral,'Google Cloud Epson Artisan 837 According to Epson you can also upgrade the printer to support Google Clo http t co D6gFyji3 TCN'
google,irrelevant,'Request desktop site fonction tr s sympa google nexusprime'
twitter,neutral,'Ahhh Why is Twitter so addicting'
google,neutral,'On Google then go here http t co XP4apWAH GPlus Googleplus Google teamfollowback socialnetwork'
microsoft,irrelevant,'Steve Ballmer CEO van Microsoft haalt uit naar Android Ach hij moet toch wat niemand koopt zijn phone7 http t co mPpEi6ul'
twitter,irrelevant,'JhodeMrd1 pero siempre pones cosas como pa lee las lea ah El debe de tener twitter Y si no lo es lo va hacer o ya fue tu novio'
twitter,neutral,'Aye Me Cedez get my bay out da way Ful1time swirlZ gotta Twitter'
microsoft,positive,'Welcome Skype to the Microsoft family We can do amazing things together http t co YKCHtu8h welcomeskype'
apple,neutral,'tvnewschick apple Oh no Why not I want it to be love love love It s a lot of dough to spend otherwise'
twitter,irrelevant,'El twitter me roba mis pensamientos Hahaha'
microsoft,irrelevant,'Seg n el estudio KAR de Ipsos Apple es la firma tecnol gica m s valorada por delante de Microsoft HP e IBM http t co qlyQbRyd'
google,irrelevant,'Galaxy Nexus El nuevo tel fono de Google y Samsung Gizmolog a http t co yUYG3KF6 google'
twitter,negative,'TWITTER SUCKS FOR HAVING A FOLLOW LIMIT'
twitter,neutral,'Funny how social networks prod you to be always on ya keypad twitter what s happening Fb what s on your mind'
apple,neutral,'apple stuck it to amazon when it unveiled iCloud showing that the placement of i before the name of even a failed effort yields success'
twitter,irrelevant,'Arrumando meu twitter D'
apple,neutral,'POLL http t co GcrpUKwF Q R U pissed Apple banned this video Apple iPhone4S Siri F8ball'
microsoft,neutral,'Ballmer Feels Lucky Microsoft Didn t Buy Yahoo in 2008 http t co MK8pv0TN gdapps ballmer microsoft yahoo'
google,positive,'google icecreamsandwich totally blowing Apple iShit away'
microsoft,positive,'Microsoft word works on my computer again Yessss'
google,neutral,'Built in panorama in camera app Android 4 0 ICS Google'
apple,neutral,'RT thejjmg My friend bm88 found this article on the ios5 battery drain problem http t co Iqa0ipVt Apple ah mines being sinking'
google,neutral,'did he just say hipster filters google android'
twitter,irrelevant,'Buenas noches a todos Twitter off'
microsoft,neutral,'Microsoft s Kinect brings playful learning to the Xbox 360 http t co AoOj8CaI microsoft kinect xbox socialmedia'
apple,neutral,'apple can you get your iphone to stop vibrating when you get a text'
apple,negative,'none of my apps work after the new ios from apple what do i do'
google,irrelevant,'HANBELL SCREW COMPRESSORS MAINTENANCE MANUAL pdf ebook http t co tKHMMY5Y google'
google,irrelevant,'Crea Google librero virtual infinito El sitio WebGL Bookcase despliega el acervo de libros http t co Y6E1tuvi'
microsoft,irrelevant,'viss jau b tu baigi labi ta u Microsoft Bing bar m s k rt jo reizi ir apdal jis'
apple,neutral,'Evolution of Apple Ads 1975 2002 http t co QTOqOZ42 thesavoia stevejobs tech art'
google,irrelevant,'Messagerie vocale directement dans ICS google nexusprime'
google,neutral,'I have been watching Captain American movie I will give you what I think of Google Ice Cream Sandwich going to watch it now'
microsoft,neutral,'JaccuseDZ RT zeggar amaboura the entreprise version of Microsoft office365 is not available yet in Algeria http t co BuWiL76A'
google,neutral,'Android 4 0 Ice Cream Sandwich Official SDK Now Available http t co 9zUBrPE2 tech google'
google,irrelevant,'Putting Leadership Back into Strategy pdf ebook http t co fGc3ufed google'
apple,neutral,'yeah apple is updated planking photos lmaoo http t co IusXJJDq'
microsoft,neutral,'Microsoft CEO says company got lucky when Yahoo deal fell apart microsoft steveballmer Microsoft CEO Steve http t co Zyetras0'
google,irrelevant,'Galaxy Nexus El nuevo tel fono de Google y Samsung Android Samsung Google http t co ak9xKDXT followme'
microsoft,negative,'Nokia workers ask is chief executive a Microsoft mole http t co lWJP9GiU'
google,neutral,'Android Beam makes NFC for more than paying for things http t co 3wKMrcTL android google'
twitter,negative,'Twitter got DEAD as fuck all of a sudden'
microsoft,neutral,'iCloud Control Panel for Windows http t co 8nJ4VHNL win7 windows7 apple ipad iphone ipod iphone4s microsoft icloud'
twitter,irrelevant,'Olsensn osea fb no me notific del inbox de los planes de la boda por eso uso m s el twitter anyway ya contest por fin'
apple,negative,'dear apple why you gotta go change the way lt input type number gt is handled out of the blue'
twitter,irrelevant,'nossa cade o povo desse Twitter meu deus'
apple,neutral,'Say no to 1 000 things What are you saying no to 7 Rules of Success from Steve Jobs of apple prodmgmt management innovation'
apple,neutral,'The Great Tech War Apple Facebook Google Amazon battle for the future http t co sVu8cG1M via fastcompany'
apple,neutral,'But att is working with apple to make their iPhone say 4G RT JFSikora TCPJ Mickey I m so glad Apple is not slinging that crap'
microsoft,negative,'RT guardiantech How Apple eclipsed Microsoft http t co GK6YjTFY lt Microsoft s future is in the corporate world not consumer'
twitter,neutral,'deferom lol omg you should write none twitter foreveralone Don t forget the hashtags'
microsoft,irrelevant,'Taper sur les autres pour dire qu on est les meilleurs Merci microsoft msday'
twitter,irrelevant,'ppmorraz hahaha esos chistes de ninel se han vuelto famosos en twitter'
apple,negative,'Oh apple Steve obviously had nothing to do with iPhoto as it s the perfect opposite of insanely great Get it fixed please'
microsoft,neutral,'MindTree Introduces mPromo TradePromotion Solution on Microsoft Azure http t co LkjHqrnR CPG CGT'
microsoft,irrelevant,'Analistas preven un buen inicio de a o fiscal para Microsoft ABC es http t co f5StriT6'
google,irrelevant,'galaxy nexus android google 4 7 super HD amoled 1280x720 16 9 5 http t co 3cbUMlg3'
microsoft,neutral,'Microsoft quarterly earnings out tomorrow here s what to expect http t co YpTCBeON'
twitter,neutral,'RT Free Nuttball fuckyoumean Pittsburgh don t got the best twitter'
twitter,irrelevant,'christianortizh ps tiene pedos y la neta lo entiendo sabes Y luego yo contandolo en el Twitter noesdedios'
microsoft,irrelevant,'RT kenbellezen Vers 1e grde accessibilit o dernier outil IT C la new orientation strat gique ke prend Microsoft Maroc http t c'
microsoft,irrelevant,'Microsoft un destekledi i OmniTouch Projector t m y zeyleri dokunmatik ekrana d n t r yor http t co 9yt5Y9Ab arac l yla geekosystem'
google,neutral,'1080p video recording continuous focus zoom while recording and time lapse included in Android 4 0 Google Android ICS'
twitter,positive,'LuCkY 2 HaVe Twitter'
apple,negative,'What happened RT xCuntNuggetx Never purchasing another item from apple'
microsoft,irrelevant,'En Espa a se pasa m s tiempo en sites de Microsoft que en Facebook y que en sites de Google http t co zXYauNAq via TreceBits'
twitter,neutral,'i aint did shit on twitter untill every girl of http t co STr7gO6W following me goalset lol'
twitter,neutral,'RT aDUBatSDUB facebook Twitter spongebob nirvana Great way to spend the night D'
apple,neutral,'RT stalkertard hey apple how about if IPhone4S IPhone 4 Steve and you donate a small portion of the proceeds towards cancer rese'
apple,neutral,'apple store Towson waiting at Genius bar huge crowd waiting for iPhone 4s michaelmark nicolelil http t co x92sweCh'
